314155161,1138457029,-812561158,1679377565,-28929639,-2692821,1949486063,-1804805136,-627202555,-216008284,-455511142,-636004490,-1999324573,-1028817741,1548323628,968707043,2058386157,694481365,-997231091,-741582020,1943741795,-167803455,-645432377,-2099212355,-1931144163,1571373554,-1593468092,-1737883395,-849713569,300232802,-1513431748,-98228401,1796889072,-1616283753,56154600,-1891991188,-1697502739,-615337246,1418421755,-234852274,-649689382,557714150,-1192518958,-173773474,-63702023,1640878679,-1808880151,1538195152,222287327,-1315656957,1267092369,1453854286,-1493672381,396326678,-326145825,1398244819,209486105,-996762983,1695006951,1131960025,-1655689505,-1309454021,1078030634,-109949001,1231294517,-653386668,-221288116,1594975043,-894673229,-90731226,-1118002679,-1485355330,1124857590,274526053,2018201450,1760463345,1544943612,-2125555719,-103251405,-1944810093,-1418099791,-1831478271,-1017910113,-1790837779,1074820297,652538907,-1362969010,1097836480,1103306192,-334802974,541051774,726660454,922772862,-797106761,-455445639,-30199242,514511952,-492500284,1054407246,0,
826830193,-1158902232,-1287285868,-1460081830,755805251,-540596361,1051414487,-487298157,1024855274,1734695983,51033149,1218174419,1159985762,2062481099,962851619,151231005,-1059175546,1684121646,1382482635,-636253259,518189032,-870638105,-1192218548,-997655802,253496805,2096609462,-1530499639,154177990,1163644403,-1966626993,1429458917,1400503639,307134268,179595613,128183925,1136186224,-1917370000,1582104265,1761287287,981245180,115703767,1888438075,-2079020221,1621371714,-2002875995,78206432,738569472,-1150379195,-2053645423,815119726,681896537,-485577875,525594279,1851922532,-2035286161,-1016379546,-469983139,-165719658,368104464,-469602745,-1510766619,-1267765016,-2042240215,-1416505609,310496449,-1768099751,-1683815047,813364940,-1583983973,-1184637629,1883747207,-1911665036,672812630,2069187040,-1094520107,-1287380712,-565077920,2067911440,841769558,-551093827,-1120055223,513818200,-176350692,-728325394,910992793,-1749978066,1382699605,1884320920,286317021,1198742131,2144273784,328473652,-1738092541,1216893760,-1764687430,25838378,-1260798745,1985045476,-2017387065,0,
260570511,1473218296,-29315345,-406226702,-139751649,-1535319835,2054699845,905458995,-32881611,-1576215300,1493207438,-1854292015,156545413,-1038517990,1507665313,1196639689,1313417721,-778991802,-1894075473,406238397,2081187012,-232956873,1529337459,-1289783524,1797124278,-515808743,253346983,364662399,1355811026,-607087728,2090877369,1085403222,-141582819,886907644,-1686901314,274221251,1942137528,91607550,-1622859609,1481541573,986718768,-2107458245,-387922767,-1486857063,-146402539,-553869216,782492706,200868700,1464323529,-865741211,346938929,1711737077,-625531751,-1155753452,1875670853,66971953,573118737,-296596788,1176254562,-1815024850,-806909301,350992770,-1324690976,-1735073795,-431572471,-1479884280,1695577437,1076668291,-72435900,1883354257,1599101684,1816043423,975571716,-929737868,262137262,888103313,522990258,-612734672,-109634760,-322932327,1451737387,449329840,-549166378,1907868894,-258656042,-1721148977,-188170345,987709841,132182776,-316105699,-1648297526,1350147410,-1415075770,-1030735389,-378311760,456932818,1786670779,-1410508444,1090610546,0,
595872069,-757295962,-834059217,1435382625,-168109298,-1792808633,1647558222,-1983805028,-220053984,-418427267,-520202161,1263640012,613139026,45482516,-1719612824,970600078,-2033214536,1945165236,105424077,781102075,-993827600,-711504722,-1374942177,894741769,-22678853,1534024184,-282638046,-1840916688,-1686352689,1426201206,2050432947,1618353232,-985341974,-1865025669,445456632,1296397009,-1889321686,-1079730802,2103078104,-1101894644,1849162395,876254064,1967167149,-1315615511,-369260271,1795865949,918528312,629247176,-1086581960,-195014510,-437041707,1015406244,-1447839255,-1044514033,-1501496593,1780557941,884851134,-1969142882,112946613,977603798,1125811688,1523410451,-568892659,69528296,-919911361,1152462804,-2007419959,-1843758987,-51112294,1236246683,966875160,1463245399,674475360,2018202490,519157310,-1297260773,1201905503,-240061409,841787527,1739407328,-1068670244,1830634585,1663692408,1609960325,235750378,476018138,-1198719672,-162684925,1444801535,-1048519618,-976526450,-155396586,52186819,-827901109,-1349962693,-1292877022,-694349781,-1898498694,-1889751863,0,
-871050554,1917096405,-507521020,-1688001415,-374896535,-738300647,704388984,-1669149662,-1481649709,-760154465,-1290353905,3153053,1504246090,-2120528438,2004839397,-135642094,-2021785649,2041735181,-393012424,733612405,-895728714,-1532299783,-582728424,364045103,-713982855,-1655827338,270361178,488395773,-2018697272,-1768862128,-209310254,-1327910376,915047395,997110261,755171520,-2124104554,-286633172,-1778253956,396952202,-2129550577,-195615497,20722409,1786322859,-1281793149,-1250275420,902753967,-469828629,1850843771,-918337552,755337845,2024821712,927424877,-917167737,1666828829,2019328340,1424242532,1534264541,-991002367,-406644777,-1608781856,-572674499,-1879399041,-1855730858,-1298484230,-1356772831,-791439177,856233693,-414572084,1106526916,-521296237,2142393914,1208350223,1052562165,-501874169,916014835,-977327100,391934510,1771684249,1264198777,1926674328,876441061,406954019,2013582236,-932758078,1687176225,1547863511,-1286549183,-926453969,1953207119,-37806716,43309139,2047142177,-1017466027,-847840745,1136554743,1152499860,-904639513,201592931,-1768625405,0,
-775219528,1877375800,-2107575086,1193719622,1436695992,1594587594,2022703515,-2010706219,-1204393072,1179665106,99890748,1285266144,2028213770,1734527020,782982193,-1882149886,-723174625,-355230089,1610210309,-520421421,188329612,1545731358,-2061871353,-1918637427,894315679,926497430,-1979668419,-92539150,1921074769,-694990620,-40402791,702357613,-16614759,-764938654,-1178660246,-1204548745,-377941762,428406465,-255426539,-669392836,1806010734,-1475938223,-712965628,2019470205,2047456590,784091519,-1884096547,1205758391,1255198162,1973277343,295852279,-1409736571,1307712397,-109352980,542717961,-1993823678,488506187,-1192970292,-572502492,1739921394,581864478,1400396119,-22888222,-1556951710,1221702326,1328987930,-1735682081,-259802227,-1363862026,1355485719,-293563032,1036475712,-1109391165,1649948944,1961191026,1211849217,-1352567522,-1736929276,1997364686,-406260947,-1673134988,-754772999,-1590612327,219783008,673829172,1460733692,1373723128,2010085400,351323554,770396262,4539397,-719037028,351759338,-1321788064,1963074564,-33753830,-894590088,1546487208,-1180417063,0,
-412319886,-1526236503,1929386901,805771000,-1556465627,1692948595,-1705973142,2138123474,1201827514,-1579802836,289611109,1106357141,-128717020,-1428856906,-401120150,-1869451741,-791066619,-1113901508,1069812973,-2033248036,-1374011330,-557886931,640025509,-1259697340,-1677291063,45611655,1540603263,821512163,565247429,-1545891240,830553045,-1373374868,452922834,1800888705,1042522079,-2025102303,-1400695137,-1681676867,-285867671,1876534901,-1722069056,-537317407,1986559174,1796097010,1699353796,-263384732,840805380,-943880355,334013318,-543482334,-2119565472,-1674485481,1914104771,-1999616420,722184444,-1393788219,-304069651,-2127426301,-1240920113,-1072144077,1815484222,-1548706251,-1206977060,949086325,-127999729,40192519,1845951910,-317378993,-670496407,355952517,2083625698,-1405296938,-1781106980,-474094602,1956084334,-1021403306,472836495,-1122762141,1180663169,1418249078,-2139851880,-1497624742,-762878940,-394022758,-1265196403,-602731281,677356257,-1996778616,-541708709,-1635476733,-452829255,396184653,-1756085931,-740384824,-1744254374,-2076461983,-425349745,-401050492,339821457,0,
1572303657,-1197388636,2082292714,177702133,-677747890,799327882,332556418,-1285835670,-1575366919,-436115099,-1189289304,-1880793279,-1285745982,-279754964,1316958139,-596308853,123394702,-155319416,1846816423,-693180635,1485915356,-1098819948,-1376328362,-1205860323,-674470050,1259108324,-1990416026,350454605,-1594357557,883865033,995926045,-864478644,-848124941,941866194,-1197815399,1872345479,1294272531,-2061610092,-709096629,468984746,-1341969814,-757297490,-1662259802,142503748,651164940,-1979924217,-468451054,-391169367,-1253613835,2021305433,-1695539673,-1531200998,-1502709408,1831908851,-1289095913,-953809885,788274777,-1414454342,1482268778,783892548,-19923823,-1811438224,-1049612559,-1245209645,-1702314895,-869028296,-1007920908,1582836000,1320573553,657482329,2055787693,1563495641,-1742253399,-412672702,2014772730,-443769424,-39554649,-1934240819,-886061747,-1827775942,-1470603645,1627576007,1670388198,-1720264422,-161664463,1844165040,-2053815484,-1209788578,-809783274,2058707390,-425665064,845007144,-2033388579,1870627111,-982290693,-1908174703,1789438090,-769785184,-16268254,0,
408222932,1936294444,2084938705,300948914,-515554322,-906236509,402113365,-1064290531,-758850943,-1349351690,-1102826196,785799936,502017125,1587442044,1458378273,1195170145,957117380,-130530730,-1224181643,1660266894,523583797,1387063540,-40502249,-2075463619,-989728502,1305615325,-1848035822,-755022860,1329111525,-1901179474,1202625350,-717007957,-565608303,1111256675,1329062490,1091359663,-480871154,-2066481963,1503138032,-671820600,223919341,1027746947,1128704026,964815262,-1602593058,-1742134380,-788225011,1193590360,-66034809,369530140,-973782252,-797702523,-838217834,210975646,721930183,530507071,-496608487,390133713,-654398852,1675309965,597180940,-1028286553,-1171001860,1141328137,-1831204301,-1870886518,1057065849,1561144002,649744938,-1828061208,-760206913,-2146483101,1470954938,1791903985,-566389846,-96137324,-7187603,1941986975,-445668905,2112900511,924442467,-743247114,1354730398,-1086736553,1139814246,-1254654835,2129974079,-78756043,33799228,-184088756,856047962,1241809347,-1709272003,-1994338954,-2125814876,1289969724,-975725788,-582296343,426394328,0,
701990498,-157480136,250765691,-1870648047,1061220852,-1511673943,-1370148293,5166773,-1708336597,436293757,-1341387179,-927600332,-1890309463,1290838747,1488152637,-1808997906,-130689201,504856373,401318314,172841319,2088670999,-659430008,-793709431,-243483865,-1733232608,-438402590,-1131120844,535404513,775037194,-1456573148,-1878741021,-1445145129,374395779,526542345,365390690,-1854962820,-1121876958,1526275686,1269680900,950947930,-1151100045,1504983219,-307839529,88848438,-1655622574,-1652842039,-1914480360,1921117297,-260314244,709948141,-872168471,1290201008,-1712417694,110094348,-646272447,-84174913,-1326127296,-1698073016,1505782563,-1637269070,1466399854,-1755625805,1624143378,57574477,-2022987530,-1614964391,485395395,-533750619,-1518595994,1922946179,-781134316,-625749754,-41418778,-1434696646,-1718154435,1418995223,-1471879540,1491586570,-718139324,-1526873540,-1146192146,2128256263,-1236087114,1726784315,73891320,-614004203,-1337577069,-391542239,-831137024,1460946019,1059028361,-723500698,-940374761,-633438665,-745310107,2068947279,-1460037214,130458096,-2078665786,0,
